campaign,mfr_recall_no,population,component_name,component_desc,part_number,supplier_name,supplier_country,defect_cause,fmvss,remedy_type,corrected_in_production,chronology_attached,chronology_note,chronology_url,pdf_url,affected_models,supplier_canonical,supplier_group
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUP5,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUS6,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUS6QQK,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUS7,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUS9,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUP0,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUS5,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,TOW HITCH HARNESS (2017-2022 Sportage),D9061-ADUSA,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,"TOW HITCH HARNESS (2021-2023 Sorento, Sorento HEV, Sorento PHEV)",R5F61-AU100,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V703000,SC249,70887,TOW HITCH HARNESS,"TOW HITCH HARNESS (2021-2023 Sorento, Sorento HEV, Sorento PHEV)",R5F61-AU200,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2016-2022 Sorento, 2021-2022 Sorento Hybrid (HEV), 2022-2023 Sorento Plug-In Hybrid (PHEV), and 2017-2022 Sportage vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Debris and moisture accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire. ",,"Owners are advised to park outside and away from structures until the recall repair is complete.  Dealers will inspect the vehicle, and, as necessary, replace the fuse and/or tow hitch harness module, free of charge.  Owner notification letters were mailed August 11, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC249.",TBD,True,"See attached document titled “2016-2022MY Sorento, 2021-2023MY Sorento HEV, 2022-2023MY Sorento PHEV and 2017-2022MY Sportage Tow Hitch Harness Chronology”",,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V703-6415.PDF,SORENTO 2016; SORENTO 2017; SORENTO 2018; SORENTO 2019; SORENTO 2020; SORENTO 2021; SORENTO 2022; SORENTO HYBRID 2021; SORENTO HYBRID 2022; SORENTO HYBRID 2023; SORENTO PHEV 2022; SORENTO PHEV 2023; SPORTAGE 2017; SPORTAGE 2018; SPORTAGE 2019; SPORTAGE 2020; SPORTAGE 2021; SPORTAGE 2022,Mobis Parts America,Hyundai Mobis
22V899000,SC258,872,EPCU ASSY,Electric Power Control Unit (EPCU) Assembly,36601-0E190,Hyundai Mobis,"Korea, Republic of","Kia America, Inc. (Kia) is recalling certain 2020 Niro EV vehicles.  The Electric Power Control Unit (EPCU) may have been improperly sealed and may leak coolant internally. ",,"Dealers will inspect and replace the EPCU as necessary, free of charge.  Owner notification letters were mailed March 9, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC258. ",The process to ensure EPCU’s were properly sealed was corrected by the supplier on 7/6/2020. Model year 2020 Niro EV vehicles produced beginning on 9/5/2020 contain properly sealed EPCUs.,True,See attached document titled “2020MY Niro EV Electric Power Control Unit Chronology”,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V899-6222.PDF,NIRO EV 2020,Hyundai Mobis,Hyundai Mobis
22V941000,239,853,EPCU ASSY,Electric Power Control Unit Assembly,36601-0E170,Hyundai Mobis,"Korea, Republic of",Hyundai Motor America (Hyundai) is recalling certain 2021 Kona EV vehicles.  The Electric Power Control Unit (EPCU) may have been improperly sealed and may leak coolant internally.,,"Dealers will inspect and replace the EPCU, as necessary, free of charge.  Owner notification letters were mailed March 22, 2023.  A second notice will be sent once the final remedy is available.  Owners may contact Hyundai customer service at 1-855-371-9460.  Hyundai's number for this recall is 239.","The duration of the steam cleaning process was revised on July 6, 2020, at the supplier.",False,Please see Attachment A for the requested chronology of events leading up to the defect decision.,,https://static.nhtsa.gov/odi/rcl/2022/RCLRPT-22V941-1708.PDF,KONA ELECTRIC 2021,Hyundai Mobis,Hyundai Mobis
23V179000,SC265,3555,TOW HITCH HARNESS,TOW HITCH HARNESS (4-pin),R0F67-AC400,Mobis Parts America,United States,"Kia America, Inc. (Kia) is recalling certain 2022-2023 Carnival vehicles equipped with a tow hitch harness installed as original equipment, or purchased as an accessory through a Kia dealership.  Water accumulation on the tow hitch harness module printed circuit board (PCB) may cause an electrical short, which can result in a fire.",,"Owners are advised to park their vehicles outside and away from structures until the remedy is completed.  Dealers will inspect and verify whether the vehicle is equipped with a Genuine Kia accessory trailer tow hitch assembly.  If equipped, dealers will install a new fuse and wire extension kit.  Repairs will be performed free of charge.  Owner notification letters were mailed May 16, 2023.  Owners may contact Kia customer service at 1-800-333-4542.  Kia's number for this recall is SC265.","The tow hitch harness was discontinued as a port-installed option (PIO) on January 11, 2023. However, subject vehicles produced from January 12, 2023 through February 2, 2023 may have had a tow hitch harness installed as a dealer installed option (DIO).",True,See attached document titled “2022-2023Y Carnival Trailer Tow Hitch Harness Module Chronology.” Page 3,,https://static.nhtsa.gov/odi/rcl/2023/RCLRPT-23V179-1887.PDF,CARNIVAL 2022; CARNIVAL 2023,Mobis Parts America,Hyundai Mobis
