CAMPNO,MFGCAMPNO,MFGTXT,POTAFF,RCDATE,ODATE,COMPNAME,MFR_COMP_NAME,MFR_COMP_PTNO,MFR_COMP_DESC,FMVSS,RPNO,DESC_DEFECT,CONEQUENCE_DEFECT,CORRECTIVE_ACTION,NOTES,DO_NOT_DRIVE,PARK_OUTSIDE,affected_models
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-K5000,Santa Cruz (SIF) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-L1020; 940C3-L1100,Sonata (SIF/HEV) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-N9000; 940C3-N9300,Tucson (HEV/PHV) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-P9060,Palisade (SIF/HEV) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-PI010; 940C3-PI020; 940C3-PI000,IONIQ 5 (EBP) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V047000,293,Hyundai Motor America,41651,20260126,20260324,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASSY-CLUSTER,940C3-R6000,Santa Fe (SIF/HEV) Specification,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV), 2026 IONIQ 5, Santa Cruz, Kona, Palisade, Palisade Hybrid, Santa Fe, Santa Fe Hybrid, Sonata, Sonata Hybrid, and Tucson vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters were mailed March 24, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 293. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on January 28, 2026.",,No,No,IONIQ 5 2026; KONA 2026; PALISADE 2026; PALISADE HYBRID 2026; SANTA CRUZ 2026; SANTA FE 2026; SANTA FE HYBRID 2026; SONATA 2026; SONATA HYBRID 2026; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V068000,294,Hyundai Motor America,27,20260205,20260403,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY,Battery System Assembly,37501-PI020; 37501-PI050; 37501-PI070; 37501-PI700; 37501-PI720,High-voltage Battery Pack for IONIQ 5 (25MY),,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",An electrical short in the high voltage battery system increases the risk of a fire.,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.",,No,No,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026
26V068000,294,Hyundai Motor America,27,20260205,20260403,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY,Battery System Assembly,37501-PI900; 37501-PI920,High-voltage Battery Pack for IONIQ 5 (26MY),,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",An electrical short in the high voltage battery system increases the risk of a fire.,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.",,No,No,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026
26V068000,294,Hyundai Motor America,27,20260205,20260403,ELECTRICAL SYSTEM:PROPULSION SYSTEM:TRACTION BATTERY,Battery System Assembly,37501-TD820; 37501-TD840,High-voltage Battery Pack for IONIQ 9,,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 IONIQ 5 and 2026 IONIQ 9 vehicles. The high voltage battery system may contain an improperly tightened bus bar, which can cause a short-circuit.",An electrical short in the high voltage battery system increases the risk of a fire.,"Dealers will inspect and tighten the bus bar retention bolts and replace the battery system assembly, as necessary, free of charge. Owner notification letters were mailed April 3, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 294.  Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on February 7, 2026.",,No,No,IONIQ 5 2025; IONIQ 5 2026; IONIQ 9 2026
26V169000,297,Hyundai Motor America,46787,20260319,20260508,SEAT BELTS: REAR/OTHER:BUCKLE ASSEMBLY,"BUCKLE & ANCHOR ASSY-3RD, LH",898J3-P9000,LH 3rd row Seat Belt Buckle and Anchor Assembly,,,"Hyundai Motor America (Hyundai) is recalling certain 2026 Hyundai Palisade and 2026 Hyundai Palisade Hybrid vehicles equipped with ""Limited"" and ""Calligraphy"" trim packages. The internal wiring within the third-row driver-side seat belt buckle may become damaged and result in a permanent display of a belted third-row driver-side seat on the instrument panel. ","A faulty seat belt status indicator may fail to alert occupants to an unfastened seat belt, increasing the risk of injury.","Dealers will install a wiring harness extension and replace the seat belt assembly, as necessary, free of charge. Owner notification letters were mailed beginning May 8, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 297. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov March 21, 2026.",,No,No,PALISADE 2026; PALISADE HYBRID 2026
26V316000,302,Hyundai Motor America,423062,20260518,20260622,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,UNIT-FR VIEW CAMERA,99211-CW500,Multi-function camera providing camera support for the FCA.,,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash. ,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,No,No,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V316000,302,Hyundai Motor America,423062,20260518,20260622,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,UNIT-FR VIEW CAMERA,99211-N7000,Multi-function camera providing camera support for the FCA.,,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash. ,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,No,No,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V316000,302,Hyundai Motor America,423062,20260518,20260622,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,UNIT-FR VIEW CAMERA,99211-N7020,Multi-function camera providing camera support for the FCA.,,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash. ,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,No,No,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V316000,302,Hyundai Motor America,423062,20260518,20260622,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,UNIT-FR VIEW CAMERA,99211-N7030,Multi-function camera providing camera support for the FCA.,,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash. ,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,No,No,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V316000,302,Hyundai Motor America,423062,20260518,20260622,FORWARD COLLISION AVOIDANCE: AUTOMATIC EMERGENCY BRAKING,UNIT-FR VIEW CAMERA,99211-N7050,Multi-function camera providing camera support for the FCA.,,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Santa Cruz, Tucson, Tucson Hybrid, and Tucson Plug-In Hybrid Electric (PHEV) vehicles. Software in the front cameras may cause the forward collision avoidance system to activate prematurely and unexpectedly apply the brakes.",Unexpected braking increases the risk of a crash. ,"Dealers will update the front camera software, free of charge. Owner notification letters are expected to be mailed July 17, 2026. Owners may contact Hyundai customer service at 1-855-371-9460. Hyundai's number for this recall is 302. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on May 20, 2026.",,No,No,SANTA CRUZ 2025; SANTA CRUZ 2026; TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V400000,304,Hyundai Motor America,96310,20260623,,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASS'Y-CLUSTER,940C3-CW000,TUCSON (ICE) Specification - HMMA Product,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,No,No,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V400000,304,Hyundai Motor America,96310,20260623,,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASS'Y-CLUSTER,940C3-CW070,TUCSON (ICE) Specification - HMMA Product,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,No,No,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V400000,304,Hyundai Motor America,96310,20260623,,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASS'Y-CLUSTER,940C3-HD000,TUCSON (ICE) Specification - KMX Product,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,No,No,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V400000,304,Hyundai Motor America,96310,20260623,,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASS'Y-CLUSTER,940C3-HD070,TUCSON (ICE) Specification - KMX Product,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,No,No,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V400000,304,Hyundai Motor America,96310,20260623,,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASS'Y-CLUSTER,940C3-N9000,TUCSON (ICE) Specification - HMC Product,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,No,No,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V400000,304,Hyundai Motor America,96310,20260623,,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASS'Y-CLUSTER,940C3-N9700,TUCSON (HEV/PHV) Specification - HMC Product,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,No,No,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
26V400000,304,Hyundai Motor America,96310,20260623,,ELECTRICAL SYSTEM: INSTRUMENT CLUSTER/PANEL,UNIT ASS'Y-CLUSTER,940C3-P0770,TUCSON (HEV/PHV) Specification - HMC Product,101,,"Hyundai Motor America (Hyundai) is recalling certain 2025-2026 Tucson, Tucson Hybrid, Tucson Plug-In Hybrid Electric (PHEV) vehicles. Due to a software error, the instrument panel display may fail. As such, these vehicles fail to comply with the requirements of Federal Motor Vehicle Safety Standard (FMVSS) number 101, ""Controls and Displays.""","An instrument panel display that fails to show critical safety information, such as the speedometer or warning lights, increases the risk of a crash.","The instrument panel display software will be updated over-the-air (OTA) or by a dealer, free of charge. Owner notification letters are expected to be mailed August 22, 2026. Owners may contact Hyundai's customer service at 855-371-9460. Hyundai's number for this recall is 304. Vehicle Identification Numbers (VINs) involved in this recall became searchable on NHTSA.gov on June 25, 2026.",,No,No,TUCSON 2025; TUCSON 2026; TUCSON HYBRID 2025; TUCSON HYBRID 2026; TUCSON PLUG-IN HYBRID 2025; TUCSON PLUG-IN HYBRID 2026
